seed,nguyen_id,h_observed_iterations,p_observed_iterations,h_first_threshold_iteration,p_first_threshold_iteration,h_first_threshold_time_seconds,p_first_threshold_time_seconds,h_final_best_loss,p_final_best_loss,h_final_expression,p_final_expression,same_final_expression,same_final_r2,warm_start_status,effective_method,h_independent_fit
2024,N1,1,1,1,1,226.76052808761597,221.99130201339722,1.7140802e-15,1.6003502e-15,x + ((x * ((((x * x) * ((x + 1.1150205) - ((0.1150205 / x) * x))) / ((x * x) / x)) * x)) / x),((x * (((x + 0.62783116) * x) + -1.695418e-8)) + 1.6526235e-8) + (x + ((((1.3191313 / sin(cos(x))) - x) * -8.194109e-9) + ((x * 0.3721688) * x))),False,True,used,pysr_warm_start,True
2024,N10,1,1,1,1,452.4320659637451,452.4320659637451,1.0669634e-15,1.0669634e-15,cos(y) * (2.0 * sin(x * (cos((x ^ ((y + y) ^ cos(log(x)))) * 0.00027928333) ^ cos(log(sqrt((x * y) ^ x)))))),cos(y) * (2.0 * sin(x * (cos((x ^ ((y + y) ^ cos(log(x)))) * 0.00027928333) ^ cos(log(sqrt((x * y) ^ x)))))),True,True,no_candidates_returned,pysr_cold_copy,False
2024,N11,1,1,1,1,459.3257648944855,406.3408875465393,4.7332063e-16,4.7737014e-16,(x ^ (y + ((x ^ y) * (-6.5712804e-8 * y)))) + (1.7127804e-9 * exp((sin(sin((x / -6.572721e-8) / y) + (x / y)) + y) ^ x)),(3.663414e-10 / log(x * (y ^ 0.32342222))) + ((x ^ (y - ((x ^ y) * (y * 6.607666e-8)))) - ((x * -1.3536132e-8) * (y * x))),False,True,used,pysr_warm_start,True
2024,N12,1,1,1,1,253.49311923980713,218.291442155838,1.609794e-15,1.4052266e-15,((x ^ 4.0) + ((((sin((((x + y) - 0.6785736) ^ 3.0) + 0.059848566) ^ 3.0) * -3.570626e-8) - (x ^ 3.0)) + (y * (y / 2.0)))) - y,(((((x * x) - x) * x) * x) + (((y - (y * (y * -0.12942441))) - y) - ((y * y) * -0.3705756))) - y,False,True,used,pysr_warm_start,True
2024,N2,1,1,1,1,203.18114495277405,213.91403698921204,1.9391172e-15,2.0102627e-15,(((((((x * ((x + sqrt(x ^ 4.0)) + -7.377849e-8)) * x) + x) - x) - x) + -2.91273e-8) + (x + ((x * x) + 3.4460424e-8))) + x,(((x + 5.336151e-8) * x) + ((((((x * 0.99999994) * ((x + (x * x)) + 2.5536567e-8)) - 2.9411154e-8) * (x + 2.8913542e-8)) + x) - x)) + x,False,True,used,pysr_warm_start,True
2024,N3,1,1,1,1,237.73481559753418,496.78862023353577,8.778482e-15,2.3039295e-06,((x ^ 4.0) / x) + (x * (((x ^ 4.0) + x) + ((((x * (x * x)) + x) + 1.0) - ((x * x) / x)))),(x * (((cos(cos(exp(cos(x)) / -0.2979752)) + sin(x * (0.46799934 ^ (x - 1.7196156)))) * -0.027095284) + ((x + 1.4925205) ^ x))) / (0.48932564 ^ x),False,False,used,pysr_warm_start,True
2024,N4,1,1,1,1,252.6459197998047,301.0484540462494,5.6758416e-15,5.806746e-09,(x ^ 5.0) + ((x + ((((x ^ 6.0) + (x ^ 2.0)) + ((x ^ 3.0) + (x ^ 4.0))) + (x ^ 3.0))) - (x ^ 3.0)),x * (((x / x) + x) * (exp((x * x) + -0.00069399027) + (sin(sin((((x * x) * sin(x)) * x) ^ 0.93843156)) * 0.4155619))),False,False,used,pysr_warm_start,True
2024,N5,1,1,1,1,267.14896416664124,286.12052035331726,3.9968028e-16,3.9968028e-16,(cos((x * cos(-0.00015475889 / x)) / cos(0.00012647982 / x)) * sin((x ^ 2.0) * cos(0.00010737886 / exp(x)))) - 1.0,(sin(cos((x + -0.09301667) * -0.00025657326) * (x * x)) * cos(x * cos((sin(4.5557337 / x) / x) * -0.00019628009))) + -1.0,False,True,used,pysr_warm_start,True
2024,N6,1,1,1,1,250.9214379787445,294.1062183380127,1.0325359e-15,9.784071e-16,sin(x) + sin(((x * ((((x * x) * 4.5652232e-8) + ((x + (x * -3.2971744e-8)) * x)) / x)) * (x + 1.0)) / x),sin(x) + sin(((x + 1.0) * x) / cos(0.000356542 * sin((cos(exp(-0.64695483 * (x / 0.040022656))) / -0.00038572558) * (exp(x) - cos(-0.73153484))))),False,True,used,pysr_warm_start,True
2024,N7,1,1,1,1,343.9592454433441,497.6152536869049,2.7360058e-15,3.1255013e-08,log(((0.99999994 ^ (x + x)) ^ (x * cos(exp(0.3303334 + x)))) + (((((1.0 + x) / x) * (x * x)) * x) + x)),(((x + 0.0072877826) * sqrt(sqrt(sin(x + 0.33877438) + (sin(x) ^ cos((x / 0.9400746) ^ (x ^ (-0.32286727 / sqrt(sin(x))))))))) * 1.1754912) - 0.0025285415,False,False,used,pysr_warm_start,True
